time_sec,frequency_hz,frequency_mel,confidence,voiced
1.3786,,,0.0000,False
1.3929,,,0.0000,False
1.4071,,,0.0000,False
1.4214,,,0.0000,False
1.4357,,,0.0000,False
1.4500,,,0.0000,False
1.4643,,,0.0000,False
1.4786,,,0.0000,False
1.4929,,,0.0000,False
1.5071,,,0.0000,False
1.5214,,,0.0000,False
1.5357,,,0.0000,False
1.5500,,,0.0000,False
1.5643,,,0.0000,False
1.5786,,,0.0000,False
1.5929,,,0.0000,False
1.6071,,,0.0000,False
1.6214,,,0.0000,False
1.6357,,,0.0000,False
1.6500,,,0.0000,False
1.6643,,,0.0000,False
1.6786,,,0.0000,False
1.6929,,,0.0000,False
1.7071,,,0.0000,False
1.7214,,,0.0000,False
1.7357,,,0.0000,False
1.7500,,,0.0000,False
1.7643,,,0.0000,False
1.7786,,,0.0000,False
1.7929,,,0.0000,False
1.8071,,,0.0000,False
1.8214,,,0.0000,False
1.8357,,,0.0000,False
1.8500,,,0.0000,False
1.8643,,,0.0000,False
1.8786,,,0.0000,False
1.8929,,,0.0000,False
1.9071,,,0.0000,False
1.9214,,,0.0000,False
1.9357,,,0.0000,False
1.9500,,,0.0000,False
1.9643,,,0.0000,False
1.9786,,,0.0000,False
1.9929,,,0.0000,False
2.0071,,,0.0000,False
2.0214,,,0.0000,False
2.0357,,,0.0000,False
2.0500,,,0.0000,False
2.0643,,,0.0000,False
2.0786,,,0.0000,False
2.0929,,,0.0000,False
2.1071,,,0.0000,False
2.1214,,,0.0000,False
2.1357,,,0.0000,False
2.1500,,,0.0000,False
2.1643,,,0.0000,False
2.1786,,,0.0000,False
2.1929,,,0.0000,False
2.2071,,,0.0000,False
2.2214,,,0.0000,False
2.2357,,,0.0000,False
2.2500,,,0.0000,False
2.2643,,,0.0000,False
2.2786,,,0.0000,False
2.2929,,,0.0000,False
2.3071,,,0.0000,False
2.3214,,,0.0000,False
2.3357,,,0.0000,False
2.3500,,,0.0000,False
2.3643,,,0.0000,False
2.3786,,,0.0000,False
2.3929,,,0.0000,False
2.4071,,,0.0000,False
2.4214,,,0.0000,False
2.4357,,,0.0000,False
2.4500,,,0.0000,False
2.4643,,,0.0000,False
2.4786,,,0.0000,False
2.4929,,,0.0000,False
2.5071,,,0.0000,False
2.5214,,,0.0000,False
2.5357,,,0.0000,False
2.5500,,,0.0000,False
2.5643,,,0.0000,False
2.5786,,,0.0000,False
2.5929,,,0.0000,False
2.6071,,,0.0000,False
2.6214,,,0.0000,False
2.6357,,,0.0000,False
2.6500,,,0.0000,False
2.6643,,,0.0000,False
2.6786,,,0.0000,False
2.6929,,,0.0000,False
2.7071,,,0.0000,False
2.7214,,,0.0000,False
2.7357,,,0.0000,False
2.7500,,,0.0000,False
2.7643,,,0.0000,False
2.7786,,,0.0000,False
2.7929,,,0.0000,False
2.8071,,,0.0000,False
2.8214,,,0.0000,False
2.8357,,,0.0000,False
2.8500,,,0.0000,False
2.8643,,,0.0000,False
2.8786,,,0.0000,False
2.8929,,,0.0000,False
2.9071,,,0.0000,False
2.9214,,,0.0000,False
2.9357,,,0.0000,False
2.9500,,,0.0000,False
2.9643,,,0.0000,False
2.9786,,,0.0000,False
2.9929,,,0.0000,False
3.0071,,,0.0000,False
3.0214,,,0.0000,False
3.0357,,,0.0000,False
3.0500,,,0.0000,False
3.0643,,,0.0000,False
3.0786,,,0.0000,False
3.0929,,,0.0000,False
3.1071,,,0.0000,False
3.1214,,,0.0000,False
3.1357,,,0.0000,False
3.1500,,,0.0000,False
3.1643,,,0.0000,False
3.1786,,,0.0000,False
3.1929,,,0.0000,False
3.2071,,,0.0000,False
3.2214,,,0.0000,False
3.2357,,,0.0000,False
3.2500,,,0.0000,False
3.2643,,,0.0879,False
3.2786,,,0.2676,False
3.2929,,,0.2882,False
3.3071,,,0.1937,False
3.3214,,,0.1615,False
3.3357,,,0.2577,False
3.3500,,,0.3911,False
3.3643,304.9510,407.5365,0.5102,True
3.3786,304.9510,407.5365,0.6269,True
3.3929,304.9510,407.5365,0.7180,True
3.4071,304.9510,407.5365,0.7634,True
3.4214,304.9510,407.5365,0.6875,True
3.4357,304.9510,407.5365,0.5970,True
3.4500,304.9510,407.5365,0.6119,True
3.4643,308.4943,411.5032,0.6875,True
3.4786,308.4943,411.5032,0.7784,True
3.4929,304.9510,407.5365,0.8080,True
3.5071,304.9510,407.5365,0.8226,True
3.5214,308.4943,411.5032,0.8369,True
3.5357,308.4943,411.5032,0.8510,True
3.5500,308.4943,411.5032,0.8369,True
3.5643,304.9510,407.5365,0.8369,True
3.5786,304.9510,407.5365,0.8648,True
3.5929,304.9510,407.5365,0.8915,True
3.6071,304.9510,407.5365,0.8783,True
3.6214,304.9510,407.5365,0.8648,True
3.6357,304.9510,407.5365,0.8783,True
3.6500,304.9510,407.5365,0.8648,True
3.6643,304.9510,407.5365,0.8648,True
3.6786,304.9510,407.5365,0.9043,True
3.6929,304.9510,407.5365,0.9285,True
3.7071,304.9510,407.5365,0.9043,True
3.7214,304.9510,407.5365,0.8783,True
3.7357,304.9510,407.5365,0.9043,True
3.7500,304.9510,407.5365,0.9166,True
3.7643,304.9510,407.5365,0.9166,True
3.7786,304.9510,407.5365,0.9166,True
3.7929,304.9510,407.5365,0.9043,True
3.8071,304.9510,407.5365,0.9043,True
3.8214,304.9510,407.5365,0.9043,True
3.8357,304.9510,407.5365,0.9043,True
3.8500,304.9510,407.5365,0.9043,True
3.8643,304.9510,407.5365,0.8783,True
3.8786,304.9510,407.5365,0.8648,True
3.8929,304.9510,407.5365,0.8915,True
3.9071,304.9510,407.5365,0.9043,True
3.9214,304.9510,407.5365,0.9166,True
3.9357,304.9510,407.5365,0.9166,True
3.9500,304.9510,407.5365,0.9285,True
3.9643,304.9510,407.5365,0.9399,True
3.9786,304.9510,407.5365,0.9399,True
3.9929,304.9510,407.5365,0.9285,True
4.0071,304.9510,407.5365,0.9166,True
4.0214,304.9510,407.5365,0.9166,True
4.0357,304.9510,407.5365,0.9043,True
4.0500,304.9510,407.5365,0.9043,True
4.0643,304.9510,407.5365,0.9166,True
4.0786,304.9510,407.5365,0.9166,True
4.0929,304.9510,407.5365,0.9043,True
4.1071,304.9510,407.5365,0.9043,True
4.1214,304.9510,407.5365,0.8915,True
4.1357,304.9510,407.5365,0.8648,True
4.1500,308.4943,411.5032,0.8648,True
4.1643,308.4943,411.5032,0.8648,True
4.1786,308.4943,411.5032,0.8648,True
4.1929,308.4943,411.5032,0.8080,True
4.2071,308.4943,411.5032,0.7180,True
4.2214,312.0788,415.5018,0.7180,True
4.2357,312.0788,415.5018,0.7634,True
4.2500,312.0788,415.5018,0.8226,True
4.2643,312.0788,415.5018,0.8510,True
4.2786,312.0788,415.5018,0.8369,True
4.2929,312.0788,415.5018,0.8080,True
4.3071,312.0788,415.5018,0.8510,True
4.3214,312.0788,415.5018,0.8915,True
4.3357,315.7050,419.5325,0.8648,True
4.3500,315.7050,419.5325,0.8369,True
4.3643,315.7050,419.5325,0.8510,True
4.3786,315.7050,419.5325,0.8648,True
4.3929,315.7050,419.5325,0.8369,True
4.4071,319.3733,423.5954,0.8226,True
4.4214,319.3733,423.5954,0.8226,True
4.4357,319.3733,423.5954,0.8369,True
4.4500,319.3733,423.5954,0.8648,True
4.4643,319.3733,423.5954,0.8783,True
4.4786,319.3733,423.5954,0.8648,True
4.4929,319.3733,423.5954,0.8080,True
4.5071,323.0843,427.6907,0.8080,True
4.5214,323.0843,427.6907,0.8648,True
4.5357,323.0843,427.6907,0.8783,True
4.5500,323.0843,427.6907,0.8783,True
4.5643,323.0843,427.6907,0.8648,True
4.5786,323.0843,427.6907,0.8783,True
4.5929,323.0843,427.6907,0.8369,True
4.6071,323.0843,427.6907,0.7933,True
4.6214,323.0843,427.6907,0.7634,True
4.6357,326.8383,431.8185,0.7332,True
4.6500,326.8383,431.8185,0.6875,True
4.6643,326.8383,431.8185,0.7027,True
4.6786,326.8383,431.8185,0.7332,True
4.6929,326.8383,431.8185,0.7483,True
4.7071,326.8383,431.8185,0.6723,True
4.7214,326.8383,431.8185,0.5386,True
4.7357,326.8383,431.8185,0.4962,True
4.7500,326.8383,431.8185,0.5970,True
4.7643,326.8383,431.8185,0.6875,True
4.7786,330.6360,435.9789,0.7027,True
4.7929,330.6360,435.9789,0.7180,True
4.8071,330.6360,435.9789,0.7483,True
4.8214,330.6360,435.9789,0.7634,True
4.8357,330.6360,435.9789,0.7933,True
4.8500,330.6360,435.9789,0.8510,True
4.8643,330.6360,435.9789,0.8648,True
4.8786,330.6360,435.9789,0.7933,True
4.8929,330.6360,435.9789,0.7332,True
4.9071,330.6360,435.9789,0.7784,True
4.9214,330.6360,435.9789,0.8648,True
4.9357,330.6360,435.9789,0.8783,True
4.9500,334.4778,440.1721,0.8369,True
4.9643,334.4778,440.1721,0.8226,True
4.9786,334.4778,440.1721,0.8783,True
4.9929,334.4778,440.1721,0.8915,True
5.0071,334.4778,440.1721,0.8648,True
5.0214,334.4778,440.1721,0.8648,True
5.0357,334.4778,440.1721,0.9166,True
5.0500,334.4778,440.1721,0.9399,True
5.0643,334.4778,440.1721,0.9399,True
5.0786,334.4778,440.1721,0.9285,True
5.0929,334.4778,440.1721,0.8783,True
5.1071,334.4778,440.1721,0.8369,True
5.1214,334.4778,440.1721,0.8369,True
5.1357,334.4778,440.1721,0.8783,True
5.1500,334.4778,440.1721,0.8915,True
5.1643,334.4778,440.1721,0.8915,True
5.1786,334.4778,440.1721,0.8915,True
5.1929,338.3643,444.3982,0.9043,True
5.2071,338.3643,444.3982,0.9043,True
5.2214,338.3643,444.3982,0.8783,True
5.2357,338.3643,444.3982,0.8510,True
5.2500,338.3643,444.3982,0.8648,True
5.2643,338.3643,444.3982,0.8915,True
5.2786,338.3643,444.3982,0.8915,True
5.2929,338.3643,444.3982,0.8783,True
5.3071,338.3643,444.3982,0.9043,True
5.3214,338.3643,444.3982,0.9166,True
5.3357,338.3643,444.3982,0.8783,True
5.3500,338.3643,444.3982,0.8648,True
5.3643,338.3643,444.3982,0.8915,True
5.3786,338.3643,444.3982,0.9043,True
5.3929,338.3643,444.3982,0.8648,True
5.4071,338.3643,444.3982,0.8369,True
5.4214,338.3643,444.3982,0.8648,True
5.4357,338.3643,444.3982,0.9043,True
5.4500,338.3643,444.3982,0.9043,True
5.4643,342.2959,448.6573,0.8648,True
5.4786,342.2959,448.6573,0.8648,True
5.4929,342.2959,448.6573,0.8783,True
5.5071,342.2959,448.6573,0.8783,True
5.5214,342.2959,448.6573,0.8783,True
5.5357,342.2959,448.6573,0.9043,True
5.5500,342.2959,448.6573,0.9166,True
5.5643,342.2959,448.6573,0.9043,True
5.5786,342.2959,448.6573,0.9043,True
5.5929,342.2959,448.6573,0.9043,True
5.6071,342.2959,448.6573,0.8648,True
5.6214,342.2959,448.6573,0.8080,True
5.6357,342.2959,448.6573,0.7933,True
5.6500,342.2959,448.6573,0.8080,True
5.6643,342.2959,448.6573,0.8226,True
5.6786,342.2959,448.6573,0.8510,True
5.6929,346.2732,452.9496,0.8783,True
5.7071,346.2732,452.9496,0.8648,True
5.7214,346.2732,452.9496,0.8369,True
5.7357,346.2732,452.9496,0.8510,True
5.7500,346.2732,452.9496,0.8648,True
5.7643,346.2732,452.9496,0.8783,True
5.7786,346.2732,452.9496,0.8915,True
5.7929,346.2732,452.9496,0.9166,True
5.8071,346.2732,452.9496,0.9399,True
5.8214,346.2732,452.9496,0.9506,True
5.8357,350.2967,457.2752,0.9399,True
5.8500,350.2967,457.2752,0.9285,True
5.8643,350.2967,457.2752,0.9285,True
5.8786,350.2967,457.2752,0.9399,True
5.8929,350.2967,457.2752,0.9399,True
5.9071,350.2967,457.2752,0.9285,True
5.9214,350.2967,457.2752,0.9285,True
5.9357,350.2967,457.2752,0.9399,True
5.9500,350.2967,457.2752,0.9399,True
5.9643,350.2967,457.2752,0.9399,True
5.9786,350.2967,457.2752,0.9399,True
5.9929,350.2967,457.2752,0.9285,True
6.0071,350.2967,457.2752,0.9166,True
6.0214,350.2967,457.2752,0.9285,True
6.0357,354.3669,461.6342,0.9285,True
6.0500,354.3669,461.6342,0.9166,True
6.0643,354.3669,461.6342,0.9043,True
6.0786,354.3669,461.6342,0.8915,True
6.0929,354.3669,461.6342,0.8510,True
6.1071,354.3669,461.6342,0.8080,True
6.1214,354.3669,461.6342,0.8080,True
6.1357,354.3669,461.6342,0.8226,True
6.1500,354.3669,461.6342,0.8226,True
6.1643,354.3669,461.6342,0.8510,True
6.1786,354.3669,461.6342,0.8783,True
6.1929,358.4845,466.0268,0.8915,True
6.2071,358.4845,466.0268,0.8783,True
6.2214,358.4845,466.0268,0.9043,True
6.2357,358.4845,466.0268,0.9285,True
6.2500,358.4845,466.0268,0.9285,True
6.2643,358.4845,466.0268,0.9399,True
6.2786,358.4845,466.0268,0.9506,True
6.2929,358.4845,466.0268,0.9506,True
6.3071,358.4845,466.0268,0.9285,True
6.3214,358.4845,466.0268,0.9043,True
6.3357,358.4845,466.0268,0.9043,True
6.3500,358.4845,466.0268,0.9166,True
6.3643,358.4845,466.0268,0.9285,True
6.3786,358.4845,466.0268,0.9399,True
6.3929,358.4845,466.0268,0.9506,True
6.4071,358.4845,466.0268,0.9506,True
6.4214,362.6498,470.4531,0.9399,True
6.4357,362.6498,470.4531,0.9399,True
6.4500,362.6498,470.4531,0.9399,True
6.4643,362.6498,470.4531,0.9506,True
6.4786,362.6498,470.4531,0.9506,True
6.4929,362.6498,470.4531,0.9285,True
6.5071,362.6498,470.4531,0.8783,True
6.5214,362.6498,470.4531,0.8510,True
6.5357,362.6498,470.4531,0.8915,True
6.5500,366.8636,474.9132,0.9506,True
6.5643,366.8636,474.9132,0.9608,True
6.5786,366.8636,474.9132,0.9608,True
6.5929,366.8636,474.9132,0.9608,True
6.6071,366.8636,474.9132,0.9608,True
6.6214,366.8636,474.9132,0.9608,True
6.6357,366.8636,474.9132,0.9608,True
6.6500,366.8636,474.9132,0.9608,True
6.6643,366.8636,474.9132,0.9399,True
6.6786,366.8636,474.9132,0.9166,True
6.6929,366.8636,474.9132,0.8915,True
6.7071,366.8636,474.9132,0.8510,True
6.7214,366.8636,474.9132,0.7634,True
6.7357,371.1264,479.4072,0.7180,True
6.7500,371.1264,479.4072,0.7634,True
6.7643,371.1264,479.4072,0.8369,True
6.7786,371.1264,479.4072,0.8648,True
6.7929,371.1264,479.4072,0.8648,True
6.8071,371.1264,479.4072,0.8783,True
6.8214,371.1264,479.4072,0.8915,True
6.8357,371.1264,479.4072,0.8783,True
6.8500,371.1264,479.4072,0.8648,True
6.8643,375.4387,483.9353,0.8783,True
6.8786,375.4387,483.9353,0.8783,True
6.8929,375.4387,483.9353,0.8783,True
6.9071,375.4387,483.9353,0.8510,True
6.9214,375.4387,483.9353,0.8226,True
6.9357,375.4387,483.9353,0.8226,True
6.9500,375.4387,483.9353,0.8226,True
6.9643,375.4387,483.9353,0.7784,True
6.9786,375.4387,483.9353,0.7784,True
6.9929,375.4387,483.9353,0.7933,True
7.0071,375.4387,483.9353,0.7784,True
7.0214,375.4387,483.9353,0.7483,True
7.0357,379.8011,488.4976,0.7332,True
7.0500,379.8011,488.4976,0.7483,True
7.0643,379.8011,488.4976,0.7483,True
7.0786,379.8011,488.4976,0.7027,True
7.0929,379.8011,488.4976,0.6875,True
7.1071,379.8011,488.4976,0.7483,True
7.1214,379.8011,488.4976,0.7784,True
7.1357,379.8011,488.4976,0.7332,True
7.1500,379.8011,488.4976,0.5970,True
7.1643,379.8011,488.4976,0.4035,True
7.1786,,,0.2676,False
7.1929,,,0.2199,False
7.2071,,,0.2479,False
7.2214,,,0.3096,False
7.2357,379.8011,488.4976,0.4035,True
7.2500,379.8011,488.4976,0.5530,True
7.2643,384.2141,493.0942,0.6571,True
7.2786,384.2141,493.0942,0.6875,True
7.2929,384.2141,493.0942,0.7027,True
7.3071,384.2141,493.0942,0.7180,True
7.3214,384.2141,493.0942,0.7180,True
7.3357,384.2141,493.0942,0.7483,True
7.3500,384.2141,493.0942,0.8369,True
7.3643,384.2141,493.0942,0.8783,True
7.3786,384.2141,493.0942,0.8915,True
7.3929,388.6785,497.7252,0.8510,True
7.4071,388.6785,497.7252,0.8080,True
7.4214,388.6785,497.7252,0.8369,True
7.4357,388.6785,497.7252,0.8783,True
7.4500,388.6785,497.7252,0.9043,True
7.4643,388.6785,497.7252,0.9166,True
7.4786,388.6785,497.7252,0.9399,True
7.4929,393.1947,502.3907,0.9285,True
7.5071,393.1947,502.3907,0.9043,True
7.5214,393.1947,502.3907,0.9043,True
7.5357,393.1947,502.3907,0.9043,True
7.5500,393.1947,502.3907,0.9166,True
7.5643,393.1947,502.3907,0.9043,True
7.5786,393.1947,502.3907,0.8783,True
7.5929,397.7634,507.0908,0.8648,True
7.6071,397.7634,507.0908,0.8783,True
7.6214,397.7634,507.0908,0.8510,True
7.6357,397.7634,507.0908,0.7933,True
7.6500,397.7634,507.0908,0.8080,True
7.6643,397.7634,507.0908,0.8226,True
7.6786,397.7634,507.0908,0.8510,True
7.6929,397.7634,507.0908,0.9166,True
7.7071,402.3852,511.8257,0.9506,True
7.7214,402.3852,511.8257,0.9399,True
7.7357,402.3852,511.8257,0.9043,True
7.7500,402.3852,511.8257,0.8510,True
7.7643,402.3852,511.8257,0.8080,True
7.7786,402.3852,511.8257,0.8080,True
7.7929,402.3852,511.8257,0.7933,True
7.8071,402.3852,511.8257,0.7332,True
7.8214,402.3852,511.8257,0.6875,True
7.8357,402.3852,511.8257,0.6875,True
7.8500,402.3852,511.8257,0.6875,True
7.8643,402.3852,511.8257,0.6269,True
7.8786,407.0607,516.5954,0.5386,True
7.8929,407.0607,516.5954,0.5970,True
7.9071,407.0607,516.5954,0.7784,True
7.9214,407.0607,516.5954,0.8510,True
7.9357,407.0607,516.5954,0.8369,True
7.9500,407.0607,516.5954,0.8369,True
7.9643,407.0607,516.5954,0.8915,True
7.9786,407.0607,516.5954,0.9166,True
7.9929,407.0607,516.5954,0.9285,True
8.0071,407.0607,516.5954,0.9285,True
8.0214,411.7905,521.4002,0.9166,True
8.0357,411.7905,521.4002,0.9043,True
8.0500,411.7905,521.4002,0.9285,True
8.0643,411.7905,521.4002,0.9399,True
8.0786,411.7905,521.4002,0.9285,True
8.0929,411.7905,521.4002,0.9166,True
8.1071,411.7905,521.4002,0.8648,True
8.1214,411.7905,521.4002,0.7634,True
8.1357,411.7905,521.4002,0.7483,True
8.1500,411.7905,521.4002,0.7784,True
8.1643,411.7905,521.4002,0.7483,True
8.1786,411.7905,521.4002,0.7027,True
8.1929,411.7905,521.4002,0.6269,True
8.2071,411.7905,521.4002,0.5102,True
8.2214,411.7905,521.4002,0.4291,True
8.2357,,,0.3911,False
8.2500,,,0.3788,False
8.2643,416.5753,526.2400,0.4035,True
8.2786,,,0.3788,False
8.2929,,,0.3788,False
8.3071,416.5753,526.2400,0.4824,True
8.3214,416.5753,526.2400,0.6420,True
8.3357,416.5753,526.2400,0.7027,True
8.3500,416.5753,526.2400,0.6119,True
8.3643,,,0.4162,False
8.3786,,,0.2110,False
8.3929,,,0.1539,False
8.4071,,,0.2290,False
8.4214,,,0.2577,False
8.4357,,,0.1854,False
8.4500,,,0.1393,False
8.4643,,,0.1937,False
8.4786,,,0.2988,False
8.4929,,,0.3206,False
8.5071,,,0.2988,False
8.5214,,,0.2290,False
8.5357,,,0.0879,False
8.5500,,,0.0000,False
8.5643,,,0.0000,False
8.5786,,,0.0000,False
8.5929,,,0.0000,False
8.6071,,,0.0000,False
8.6214,,,0.0000,False
8.6357,,,0.0000,False
8.6500,,,0.0291,False
8.6643,,,0.1539,False
8.6786,,,0.1937,False
8.6929,,,0.1854,False
8.7071,,,0.1615,False
8.7214,,,0.0560,False
8.7357,,,0.0000,False
8.7500,,,0.0000,False
8.7643,,,0.0000,False
8.7786,,,0.0376,False
8.7929,,,0.0938,False
8.8071,,,0.0879,False
8.8214,,,0.0560,False
8.8357,,,0.0137,False
8.8500,,,0.0212,False
8.8643,,,0.0998,False
8.8786,,,0.0879,False
8.8929,,,0.0000,False
8.9071,,,0.0000,False
8.9214,,,0.1188,False
8.9357,,,0.2882,False
8.9500,,,0.2022,False
8.9643,,,0.1854,False
8.9786,,,0.3432,False
8.9929,,,0.4824,False
9.0071,,,0.4291,False
9.0214,,,0.4421,False
9.0357,426.3123,536.0252,0.5243,True
9.0500,426.3123,536.0252,0.6119,True
9.0643,426.3123,536.0252,0.6875,True
9.0786,431.2658,540.9709,0.7483,True
9.0929,431.2658,540.9709,0.8226,True
9.1071,431.2658,540.9709,0.8369,True
9.1214,431.2658,540.9709,0.8080,True
9.1357,431.2658,540.9709,0.8226,True
9.1500,431.2658,540.9709,0.8369,True
9.1643,431.2658,540.9709,0.7933,True
9.1786,431.2658,540.9709,0.6571,True
9.1929,431.2658,540.9709,0.5970,True
9.2071,431.2658,540.9709,0.7180,True
9.2214,431.2658,540.9709,0.8648,True
9.2357,431.2658,540.9709,0.9043,True
9.2500,431.2658,540.9709,0.9285,True
9.2643,431.2658,540.9709,0.9399,True
9.2786,431.2658,540.9709,0.9506,True
9.2929,431.2658,540.9709,0.9506,True
9.3071,431.2658,540.9709,0.9506,True
9.3214,431.2658,540.9709,0.9608,True
9.3357,431.2658,540.9709,0.9702,True
9.3500,431.2658,540.9709,0.9399,True
9.3643,431.2658,540.9709,0.8510,True
9.3786,431.2658,540.9709,0.7933,True
9.3929,431.2658,540.9709,0.7483,True
9.4071,431.2658,540.9709,0.5386,True
9.4214,,,0.0713,False
9.4357,,,0.0000,False
9.4500,,,0.0000,False
9.4643,,,0.0000,False
9.4786,,,0.0000,False
9.4929,,,0.0000,False
9.5071,,,0.0000,False
9.5214,,,0.0000,False
9.5357,,,0.0000,False
9.5500,,,0.0000,False
9.5643,,,0.0000,False
9.5786,,,0.0000,False
9.5929,,,0.0000,False
9.6071,,,0.0000,False
9.6214,,,0.0000,False
9.6357,,,0.0000,False
9.6500,,,0.0000,False
9.6643,,,0.0000,False
9.6786,,,0.0000,False
9.6929,,,0.0000,False
9.7071,,,0.0000,False
9.7214,,,0.0000,False
9.7357,,,0.0000,False
9.7500,,,0.0000,False
9.7643,,,0.0000,False
9.7786,,,0.0000,False
9.7929,,,0.0000,False
9.8071,,,0.0000,False
9.8214,,,0.0000,False
9.8357,,,0.0000,False
9.8500,,,0.0000,False
9.8643,,,0.0000,False
9.8786,,,0.0000,False
9.8929,,,0.0000,False
9.9071,,,0.0000,False
9.9214,,,0.0000,False
9.9357,,,0.0000,False
9.9500,,,0.0000,False
9.9643,,,0.0000,False
9.9786,,,0.0000,False
9.9929,,,0.0000,False
10.0071,,,0.0000,False
10.0214,,,0.0000,False
10.0357,,,0.0000,False
10.0500,,,0.0000,False
10.0643,,,0.0000,False
10.0786,,,0.0000,False
10.0929,,,0.0000,False
10.1071,,,0.0000,False
10.1214,,,0.0000,False
10.1357,,,0.0000,False
10.1500,,,0.0000,False
10.1643,,,0.0000,False
10.1786,,,0.0000,False
10.1929,,,0.0000,False
10.2071,,,0.0000,False
10.2214,,,0.0000,False
10.2357,,,0.0000,False
10.2500,,,0.0000,False
10.2643,,,0.0000,False
10.2786,,,0.0000,False
10.2929,,,0.0000,False
10.3071,,,0.0000,False
10.3214,,,0.0000,False
10.3357,,,0.0000,False
10.3500,,,0.0000,False
10.3643,,,0.0000,False
10.3786,,,0.0000,False
10.3929,,,0.0000,False
10.4071,,,0.0000,False
10.4214,,,0.0000,False
10.4357,,,0.0000,False
10.4500,,,0.0000,False
10.4643,,,0.0000,False
10.4786,,,0.0000,False
10.4929,,,0.0000,False
10.5071,,,0.0000,False
10.5214,,,0.0000,False
10.5357,,,0.0000,False
10.5500,,,0.0000,False
10.5643,,,0.0000,False
10.5786,,,0.0000,False
10.5929,,,0.0000,False
10.6071,,,0.0000,False
10.6214,,,0.0000,False
10.6357,,,0.0000,False
10.6500,,,0.0000,False
10.6643,,,0.0000,False
10.6786,,,0.0000,False
10.6929,,,0.0000,False
10.7071,,,0.0000,False
10.7214,,,0.0000,False
10.7357,,,0.0000,False
10.7500,,,0.0000,False
10.7643,,,0.0000,False
10.7786,,,0.0000,False
10.7929,,,0.0000,False
10.8071,,,0.0000,False
10.8214,,,0.0000,False
10.8357,,,0.0000,False
10.8500,,,0.0291,False
10.8643,,,0.1255,False
10.8786,,,0.2676,False
10.8929,,,0.3911,False
10.9071,,,0.4688,False
10.9214,319.3733,423.5954,0.5530,True
10.9357,319.3733,423.5954,0.5675,True
10.9500,319.3733,423.5954,0.5102,True
10.9643,319.3733,423.5954,0.5386,True
10.9786,319.3733,423.5954,0.6420,True
10.9929,319.3733,423.5954,0.7332,True
11.0071,319.3733,423.5954,0.7933,True
11.0214,319.3733,423.5954,0.8369,True
11.0357,319.3733,423.5954,0.8510,True
11.0500,319.3733,423.5954,0.8369,True
11.0643,319.3733,423.5954,0.8080,True
11.0786,319.3733,423.5954,0.8226,True
11.0929,319.3733,423.5954,0.8510,True
